equity
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
99831.0771484375
99831.0771484375
99831.0771484375
99831.0771484375
99831.0771484375
99831.0771484375
99831.0771484375
99831.0771484375
99831.0771484375
99831.0771484375
99831.0771484375
99831.0771484375
99831.0771484375
99831.0771484375
99831.0771484375
99831.0771484375
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99994.98129272461
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99825.89112854004
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99967.58642578125
99802.2166595459
99637.1824798584
99471.85221862793
99304.05477905273
99304.05477905273
99304.05477905273
99304.05477905273
99304.05477905273
99304.05477905273
99304.05477905273
99304.05477905273
99304.05477905273
99304.05477905273
99304.05477905273
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
99465.3388671875
